Date,Open,High,Low,Close,Adj Close,Volume
2017-06-01,null,null,null,null,null,null
2017-06-02,241.600006,243.000000,239.500000,240.449997,234.963562,2142258
2017-06-05,241.949997,241.949997,239.550003,240.350006,234.865845,966410
2017-06-06,241.149994,241.199997,234.000000,235.050003,229.686768,1884219
2017-06-07,234.199997,237.899994,234.199997,236.600006,231.201401,1376882
2017-06-08,237.100006,239.149994,234.600006,235.000000,229.637894,1605121
2017-06-09,235.399994,236.000000,232.050003,235.050003,229.686768,1013263
2017-06-12,234.550003,236.149994,230.050003,230.649994,225.387146,2245461
2017-06-13,231.550003,233.949997,230.449997,231.250000,225.973480,1295348
2017-06-14,231.899994,234.699997,228.699997,234.050003,228.709579,1635872
2017-06-15,236.000000,236.600006,231.300003,236.100006,230.712814,4396221
2017-06-16,235.500000,238.550003,234.000000,237.250000,231.836563,4001169
2017-06-19,238.300003,239.649994,237.149994,237.800003,232.374039,865666
2017-06-20,238.000000,242.100006,236.500000,241.199997,235.696457,2335353
2017-06-21,240.000000,241.350006,237.500000,240.350006,234.865845,2413141
2017-06-22,240.850006,246.899994,240.850006,244.949997,239.360870,4917780
2017-06-23,243.500000,245.250000,240.449997,243.300003,237.748520,2469136
2017-06-27,243.199997,244.649994,237.949997,240.750000,235.256699,2654226
2017-06-28,240.800003,246.449997,237.050003,245.649994,240.044907,3461166
2017-06-29,245.649994,248.899994,244.199997,246.899994,241.266373,6508472
2017-06-30,246.399994,247.750000,244.399994,246.550003,240.924362,3444695
2017-07-03,246.399994,249.649994,245.600006,247.449997,241.803848,3166023
2017-07-04,252.000000,252.699997,248.100006,249.100006,243.416183,3624710
2017-07-05,249.649994,254.500000,248.550003,253.250000,247.471497,2653067
2017-07-06,254.800003,258.200012,253.199997,256.600006,250.745071,2680640
2017-07-07,256.500000,256.500000,251.350006,253.449997,247.666916,1668483
2017-07-10,254.000000,255.300003,230.750000,254.399994,248.595245,179284
2017-07-11,254.600006,257.299988,253.149994,255.149994,249.328140,2464271
2017-07-12,256.000000,261.799988,256.000000,261.000000,255.044662,1859209
2017-07-13,262.000000,263.950012,260.350006,263.149994,257.145599,2101852
2017-07-14,262.899994,263.899994,259.700012,261.899994,255.924103,2298401
2017-07-17,262.549988,267.500000,262.299988,266.149994,260.077148,1049035
2017-07-18,268.399994,271.000000,265.000000,266.250000,260.174866,2615130
2017-07-19,267.049988,268.000000,262.000000,264.600006,258.562531,2569184
2017-07-20,265.000000,270.799988,260.500000,261.600006,255.630966,3702155
2017-07-21,262.100006,268.399994,260.100006,266.100006,260.028290,1399985
2017-07-24,267.700012,269.000000,264.750000,268.100006,261.982697,1786012
2017-07-25,275.000000,275.000000,265.399994,267.799988,261.689484,5705127
2017-07-26,267.450012,267.649994,264.000000,264.899994,258.855652,1699994
2017-07-27,264.899994,266.500000,263.799988,264.600006,258.562531,2277932
2017-07-28,264.250000,267.700012,260.850006,262.600006,256.608154,1754006
2017-07-31,262.500000,265.000000,261.500000,263.149994,257.145599,1524550
2017-08-01,264.399994,266.500000,259.799988,260.799988,254.849197,2370928
2017-08-02,259.899994,267.899994,258.100006,266.600006,262.125000,2324968
2017-08-03,266.500000,273.000000,264.000000,272.100006,267.532715,3813836
2017-08-04,271.350006,278.200012,269.299988,277.450012,272.792908,4142004
2017-08-07,276.700012,281.450012,272.500000,279.500000,274.808472,1632831
2017-08-08,278.000000,280.750000,273.350006,274.149994,269.548279,921821
2017-08-09,272.899994,274.799988,270.250000,273.200012,268.614227,949202
2017-08-10,272.000000,273.600006,266.049988,267.450012,262.960754,1402846
2017-08-11,263.100006,268.500000,262.549988,263.350006,258.929596,1515060
2017-08-14,264.850006,266.399994,262.750000,265.100006,260.650208,2162725
2017-08-16,265.600006,270.750000,264.299988,270.049988,265.517090,1804763
2017-08-17,273.250000,274.899994,269.350006,270.899994,266.352814,2464131
2017-08-18,270.200012,276.750000,267.100006,274.950012,270.334869,2173179
2017-08-21,274.700012,277.700012,272.549988,274.399994,269.794098,1420376
2017-08-22,276.899994,276.899994,271.500000,273.149994,268.565063,1561082
2017-08-23,274.000000,277.399994,272.600006,276.649994,272.006317,1018756
2017-08-24,277.200012,278.000000,273.200012,275.399994,270.777313,1073190
2017-08-28,277.200012,281.899994,274.600006,279.350006,274.661011,2031129
2017-08-29,278.700012,278.850006,273.600006,275.000000,270.384033,2313805
2017-08-30,278.049988,281.850006,277.149994,280.149994,275.447571,1271563
2017-08-31,282.000000,282.000000,278.500000,280.350006,275.644226,2076018
2017-09-01,281.899994,284.950012,280.549988,282.600006,277.856476,1197940
2017-09-04,282.350006,283.399994,275.100006,276.799988,272.153778,2196967
2017-09-05,276.850006,283.049988,274.500000,282.450012,277.708984,2029499
2017-09-06,281.399994,286.799988,280.149994,282.600006,277.856476,2217173
2017-09-07,283.600006,285.399994,280.399994,281.049988,276.332458,1675064
2017-09-08,284.549988,284.549988,280.350006,282.549988,277.807251,1275740
2017-09-11,282.100006,288.000000,282.100006,285.100006,280.314484,1599816
2017-09-12,285.500000,289.399994,284.649994,288.799988,283.952362,1258233
2017-09-13,288.500000,291.500000,283.750000,285.750000,280.953583,1322504
2017-09-14,285.000000,287.799988,283.549988,284.700012,279.921204,791428
2017-09-15,283.899994,286.500000,280.500000,284.350006,279.577087,1184804
2017-09-18,285.500000,286.950012,281.500000,282.299988,277.561493,916191
2017-09-19,285.500000,287.000000,281.500000,285.100006,280.314484,1731903
2017-09-20,286.000000,286.000000,278.350006,279.899994,275.201752,2413483
2017-09-21,279.500000,279.700012,274.100006,276.750000,272.104645,2685318
2017-09-22,275.250000,275.250000,268.000000,269.899994,265.369598,3292766
2017-09-25,269.000000,269.899994,260.100006,262.250000,257.848022,3633108
2017-09-26,263.000000,263.700012,260.000000,261.299988,256.913940,1308037
2017-09-27,262.950012,268.000000,260.100006,262.399994,257.995514,4003318
2017-09-28,261.100006,270.649994,260.000000,268.049988,263.550659,5296128
2017-09-29,268.149994,274.000000,265.000000,266.450012,261.977539,2334479
2017-10-03,268.299988,271.700012,266.049988,268.350006,263.845642,1314526
2017-10-04,268.200012,271.000000,266.350006,269.549988,265.025482,1029485
2017-10-05,270.049988,275.000000,269.649994,273.950012,269.351654,2205375
2017-10-06,275.100006,280.500000,273.799988,278.750000,274.071075,2113361
2017-10-09,276.100006,282.350006,276.100006,280.250000,275.545868,2399561
2017-10-10,280.399994,280.899994,276.600006,277.649994,272.989532,1111212
2017-10-11,279.149994,279.500000,272.000000,274.000000,269.400818,915071
2017-10-12,274.950012,277.899994,272.450012,277.399994,272.743713,773049
2017-10-13,276.000000,279.600006,275.649994,277.549988,272.891205,1798301
2017-10-16,279.399994,281.399994,277.649994,279.799988,275.103424,1535618
2017-10-17,279.000000,283.399994,277.750000,280.850006,276.135803,1548583
2017-10-18,281.250000,282.149994,276.399994,277.899994,273.235321,1225832
2017-10-19,277.500000,279.700012,271.950012,274.049988,269.449951,143094
2017-10-23,274.200012,282.950012,274.200012,281.799988,277.069855,3075417
2017-10-24,284.000000,286.899994,281.350006,282.200012,277.463165,2847254
2017-10-25,284.049988,285.799988,280.399994,281.750000,277.020721,2019634
2017-10-26,282.100006,282.799988,273.350006,276.450012,271.809692,2537382
2017-10-27,278.450012,280.000000,276.450012,278.899994,274.218536,1799125
2017-10-30,279.000000,286.350006,278.500000,283.549988,278.790466,1982624
2017-10-31,282.950012,288.799988,280.750000,281.500000,276.774902,3084319
2017-11-01,282.100006,287.500000,282.049988,283.049988,278.298889,2056294
2017-11-02,284.450012,285.700012,278.950012,279.549988,274.857605,1519341
2017-11-03,280.000000,283.600006,280.000000,282.600006,277.856476,1336410
2017-11-06,282.000000,282.450012,277.649994,280.049988,275.349243,2012960
2017-11-07,280.549988,283.399994,274.649994,276.649994,272.006317,2025509
