Date,Open,High,Low,Close,Adj Close,Volume
2017-06-01,null,null,null,null,null,null
2017-06-02,1463.000000,1468.050049,1435.000000,1448.000000,1438.577515,131295
2017-06-05,1441.599976,1450.000000,1435.000000,1437.300049,1427.947266,20079
2017-06-06,1440.050049,1449.500000,1376.000000,1413.500000,1404.302002,89875
2017-06-07,1415.000000,1451.949951,1401.849976,1421.900024,1412.647339,93847
2017-06-08,1436.000000,1502.000000,1415.949951,1478.800049,1469.177124,59212
2017-06-09,1477.000000,1479.050049,1450.000000,1459.449951,1449.953003,52670
2017-06-12,1461.000000,1490.000000,1445.300049,1461.750000,1452.238037,67063
2017-06-13,1463.000000,1484.000000,1450.000000,1455.849976,1446.376343,44295
2017-06-14,1480.000000,1480.000000,1454.099976,1458.000000,1448.512329,37156
2017-06-15,1465.000000,1538.300049,1454.150024,1505.599976,1495.802612,65528
2017-06-16,1510.000000,1525.000000,1500.000000,1510.250000,1500.422363,64893
2017-06-19,1512.000000,1537.699951,1495.199951,1510.599976,1500.770142,89997
2017-06-20,1514.000000,1522.449951,1492.349976,1498.900024,1489.146362,26842
2017-06-21,1522.000000,1559.000000,1503.650024,1512.099976,1502.260254,165700
2017-06-22,1515.550049,1528.449951,1486.099976,1490.000000,1480.304199,25461
2017-06-23,1502.000000,1506.000000,1424.050049,1443.349976,1433.957764,108282
2017-06-27,1442.000000,1456.000000,1427.550049,1440.750000,1431.374634,70395
2017-06-28,1444.000000,1459.699951,1424.000000,1452.000000,1442.551514,49387
2017-06-29,1452.000000,1480.000000,1435.000000,1441.800049,1432.417969,34870
2017-06-30,1440.000000,1464.849976,1432.550049,1450.650024,1441.210327,46144
2017-07-03,1453.699951,1472.000000,1441.000000,1448.400024,1438.974854,72206
2017-07-04,1442.000000,1472.000000,1442.000000,1451.550049,1442.104492,20074
2017-07-05,1450.599976,1454.699951,1430.000000,1435.050049,1425.711792,49756
2017-07-06,1439.900024,1459.750000,1433.550049,1451.300049,1441.855957,48083
2017-07-07,1450.000000,1470.000000,1446.000000,1458.000000,1448.512329,37203
2017-07-10,1452.150024,1475.000000,1450.000000,1451.449951,1442.004883,6341
2017-07-11,1468.750000,1494.949951,1452.099976,1464.599976,1455.069458,159263
2017-07-12,1468.500000,1481.199951,1459.699951,1462.000000,1452.486328,587988
2017-07-13,1490.000000,1505.000000,1469.900024,1473.599976,1464.010864,330563
2017-07-14,1488.849976,1488.849976,1460.050049,1466.500000,1456.957031,28880
2017-07-17,1475.000000,1475.000000,1430.000000,1443.349976,1433.957764,74989
2017-07-18,1450.000000,1450.000000,1351.050049,1428.099976,1418.807007,100529
2017-07-19,1430.000000,1461.849976,1430.000000,1453.699951,1444.240356,127225
2017-07-20,1463.000000,1549.650024,1440.000000,1462.199951,1452.685059,971920
2017-07-21,1459.000000,1484.000000,1445.599976,1462.650024,1453.132202,158719
2017-07-24,1460.000000,1464.849976,1432.000000,1450.750000,1441.309570,65279
2017-07-25,1449.800049,1449.800049,1425.000000,1430.099976,1420.793945,67902
2017-07-26,1431.300049,1470.000000,1431.300049,1441.000000,1431.623047,97974
2017-07-27,1441.000000,1446.800049,1424.000000,1429.300049,1419.999146,43624
